image,store,color_name,color,cost,category,title,description
E:\Projects\Frontend\loong scales\assests\top\Hoodies\DudeMe\2Measure.jpg,DUDEME,navy blue,#233857,30,Hoodie,DUDEME Hoodie,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\top\Hoodies\DudeMe\3B.jpg,DUDEME,black,#020202,30,Hoodie,DUDEME Hoodie,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\top\Hoodies\DudeMe\3Other.jpg,DUDEME,black,#020202,30,Hoodie,DUDEME Hoodie,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\top\Hoodies\DudeMe\3Measure.jpg,DUDEME,black,#020202,30,Hoodie,DUDEME Hoodie,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\top\Hoodies\Luffy\1B.jpg,Luffy,black,#020205,30,Hoodie,Luffy Hoodie,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\top\Hoodies\Luffy\2B.jpg,Luffy,black,#020205,30,Hoodie,Luffy Hoodie,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\top\Hoodies\Luffy\1Other.jpg,Luffy,black,#020205,30,Hoodie,Luffy Hoodie,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\top\Hoodies\Luffy\1Measure.jpg,Luffy,black,#020205,30,Hoodie,Luffy Hoodie,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\WanderLooms\1Beige.jpg,WANDERLOOMS,beige,#eacfba,9.99,Cap,WANDERLOOMS Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\WanderLooms\2Beige.jpg,WANDERLOOMS,beige,#eacfba,9.99,Cap,WANDERLOOMS Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\WanderLooms\3Beige.jpg,WANDERLOOMS,beige,#eacfba,9.99,Cap,WANDERLOOMS Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\WanderLooms\4Beige.jpg,WANDERLOOMS,beige,#eacfba,9.99,Cap,WANDERLOOMS Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\WanderLooms\1B.jpg,WANDERLOOMS,black,#2e292f,9.99,Cap,WANDERLOOMS Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\WanderLooms\2B.jpg,WANDERLOOMS,black,#2e292f,9.99,Cap,WANDERLOOMS Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\WanderLooms\3B.jpg,WANDERLOOMS,black,#2e292f,9.99,Cap,WANDERLOOMS Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\WanderLooms\4B.jpg,WANDERLOOMS,black,#2e292f,9.99,Cap,WANDERLOOMS Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\WanderLooms\1NB.jpg,WANDERLOOMS,navy blue,#43435f,9.99,Cap,WANDERLOOMS Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\WanderLooms\2NB.jpg,WANDERLOOMS,navy blue,#43435f,9.99,Cap,WANDERLOOMS Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\WanderLooms\3NB.jpg,WANDERLOOMS,navy blue,#43435f,9.99,Cap,WANDERLOOMS Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\WanderLooms\4NB.jpg,WANDERLOOMS,navy blue,#43435f,9.99,Cap,WANDERLOOMS Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\Selloria\1B.jpg,SELLORIA,black,#171715,12,Cap,SELLORIA Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\Selloria\2B.jpg,SELLORIA,black,#171715,12,Cap,SELLORIA Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\Selloria\3B.jpg,SELLORIA,black,#171715,12,Cap,SELLORIA Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\Selloria\4B.jpg,SELLORIA,black,#171715,12,Cap,SELLORIA Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\Puma\1W.jpg,Puma,white,#e1e0e6,14,Cap,Puma Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\Puma\2W.jpg,Puma,white,#e1e0e6,14,Cap,Puma Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\Puma\3W.jpg,Puma,white,#e1e0e6,14,Cap,Puma Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\Puma\4W.jpg,Puma,white,#e1e0e6,14,Cap,Puma Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\Mercedes\1B.jpg,Mercedes,black,#1a1a1c,17.99,Cap,Mercedes Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\Mercedes\2B.jpg,Mercedes,black,#1a1a1c,17.99,Cap,Mercedes Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\Mercedes\3B.jpg,Mercedes,black,#1a1a1c,17.99,Cap,Mercedes Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\Mercedes\4B.jpg,Mercedes,black,#1a1a1c,17.99,Cap,Mercedes Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\Mercedes\1DeepForest.jpg,Mercedes,green,#75968b,17.99,Cap,Mercedes Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\Mercedes\2DeepForest.jpg,Mercedes,green,#75968b,17.99,Cap,Mercedes Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\Mercedes\3DeepForest.jpg,Mercedes,green,#75968b,17.99,Cap,Mercedes Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\caps\Mercedes\4DeepForest.jpg,Mercedes,green,#75968b,17.99,Cap,Mercedes Cap,"65% ring-spun cotton, 35% polyester.Charcoal Heather is 60% ring-spun cotton, 40% polyester.Carbon Grey is 55% ring-spun cotton, 45% polyester.Heavyweight fabric (8.5 oz).Regular fit but can run a bit tight.Unisex sizing"
E:\Projects\Frontend\loong scales\assests\bottles\Glasafe\1Beige.jpg,GLASAFE,beige,#f2e1cf,5.99,Bottle,GLASAFE Bottle,17 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Glasafe\2Beige.jpg,GLASAFE,beige,#f2e1cf,5.99,Bottle,GLASAFE Bottle,18 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Glasafe\3Beige.jpg,GLASAFE,beige,#f2e1cf,5.99,Bottle,GLASAFE Bottle,19 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Glasafe\1CoralPeach.jpg,GLASAFE,peach,#e4d4d5,5.99,Bottle,GLASAFE Bottle,20 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Glasafe\2CoralPeach.jpg,GLASAFE,peach,#e4d4d5,5.99,Bottle,GLASAFE Bottle,21 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Glasafe\3CoralPeach.jpg,GLASAFE,peach,#e4d4d5,5.99,Bottle,GLASAFE Bottle,22 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\ISIRONA\1.jpg,ISIRONA,multicolor,#f2eded,3.99,Bottle,ISIRONA Bottle,23 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\ISIRONA\2.jpg,ISIRONA,multicolor,#f2eded,3.99,Bottle,ISIRONA Bottle,24 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\ISIRONA\3.jpg,ISIRONA,multicolor,#f2eded,3.99,Bottle,ISIRONA Bottle,25 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Cork\1B.jpg,CORK,black,#272727,7.45,Bottle,CORK Bottle,26 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Cork\2B.jpg,CORK,black,#272727,7.45,Bottle,CORK Bottle,27 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Cork\3B.jpg,CORK,black,#272727,7.45,Bottle,CORK Bottle,28 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Cork\1Wine.jpg,CORK,wine,#974245,7.45,Bottle,CORK Bottle,29 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Cork\2Wine.jpg,CORK,wine,#974245,7.45,Bottle,CORK Bottle,30 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Cork\3Wine.jpg,CORK,wine,#974245,7.45,Bottle,CORK Bottle,31 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Mercape\1_10.jpg,MERCAPE,beige,#dbd1c5,12.99,Bottle,MERCAPE Bottle,32 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Mercape\2_10.jpg,MERCAPE,beige,#dbd1c5,12.99,Bottle,MERCAPE Bottle,33 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Mercape\3_10.jpg,MERCAPE,beige,#dbd1c5,12.99,Bottle,MERCAPE Bottle,34 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Mercape\4_10.jpg,MERCAPE,beige,#dbd1c5,12.99,Bottle,MERCAPE Bottle,35 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Mercape\1_11.jpg,MERCAPE,grey,#cfd1ce,12.99,Bottle,MERCAPE Bottle,36 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Mercape\2_11.jpg,MERCAPE,grey,#cfd1ce,12.99,Bottle,MERCAPE Bottle,37 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Mercape\3_11.jpg,MERCAPE,grey,#cfd1ce,12.99,Bottle,MERCAPE Bottle,38 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Mercape\4_11.jpg,MERCAPE,grey,#cfd1ce,12.99,Bottle,MERCAPE Bottle,39 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Mercape\1_12.jpg,MERCAPE,green,#76bea8,12.99,Bottle,MERCAPE Bottle,40 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Mercape\2_12.jpg,MERCAPE,green,#76bea8,12.99,Bottle,MERCAPE Bottle,41 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Mercape\3_12.jpg,MERCAPE,green,#76bea8,12.99,Bottle,MERCAPE Bottle,42 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
E:\Projects\Frontend\loong scales\assests\bottles\Mercape\4_12.jpg,MERCAPE,green,#76bea8,12.99,Bottle,MERCAPE Bottle,43 oz (500 ml).Dimensions: 10.5″ × 2.85″ (27 × 7 cm)
